,id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
0,1,2,52,1,8,3,2,2,50,4,16,4,16,4,11,9,9.0,9.0,8,1.0,1,2,-130,1,0,0,5,2,2,1,1,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,2,0,3,1,1,1,62,82
1,2,1,24,2,16,3,4,1,7,3,6,3,4,3,10,9,9.0,11.0,8,10.0,1,2,1,1,0,0,29,7,2,1,1,0.0,0.0,0.0,1,3,0,0,0,0,2,1,1,3,1,5,1,2,0,44,17
2,3,2,12,2,8,3,4,4,42,3,16,1,1,1,9,9,10.0,10.0,8,9.0,1,2,-130,2,0,1,27,7,0,2,5,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,5,1,5,7,0,6,24,59
3,4,1,24,1,4,3,1,3,24,3,8,2,6,2,11,9,9.0,10.0,8,1.0,1,2,-130,1,0,0,31,3,2,1,1,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,5,7,6,8,1,1,29,38
4,5,2,50,4,12,1,3,4,7,3,6,1,4,1,10,9,9.0,10.0,8,11.0,1,2,1,2,0,0,6,7,1,2,1,0.0,0.0,0.0,1,3,0,0,0,0,2,1,1,6,8,7,9,1,1,65,17
5,6,1,16,2,16,3,2,2,40,1,6,2,1,2,10,9,9.0,10.0,8,11.0,-10,2,2,2,0,0,5,31,1,2,1,0.0,0.0,0.0,2,2,0,0,0,0,0,2,2,7,9,7,12,0,3,34,47
6,7,2,24,1,2,2,1,1,24,2,7,2,2,2,11,9,9.0,10.0,8,1.0,1,2,-130,1,0,0,29,5,2,1,1,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,7,12,8,13,1,1,27,33
7,8,1,16,4,6,4,3,2,12,3,6,2,3,2,10,11,11.0,9.0,9,10.0,2,1,2,1,0,0,6,27,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,8,13,9,14,1,1,25,21
8,9,2,16,1,8,3,7,4,4,1,3,4,2,4,9,9,10.0,10.0,8,,1,1,1,0,0,0,22,38,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,1,9,14,10,17,1,3,31,9
9,10,1,7,3,4,2,3,2,16,3,12,3,6,3,11,10,8.0,9.0,8,0.0,2,2,2,1,0,0,27,2,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,10,17,11,18,1,1,14,34
10,11,2,8,2,3,1,1,1,7,2,2,3,1,3,8,9,8.0,9.0,8,9.0,1,1,1,0,0,0,26,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,11,18,12,18,1,0,12,10
11,12,1,42,1,16,2,2,4,24,2,16,1,7,1,10,11,11.0,9.0,8,1.0,2,1,2,1,0,0,27,3,2,1,1,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,12,18,13,19,1,1,60,47
12,13,2,50,4,24,3,12,1,2,2,1,1,1,1,8,9,8.0,9.0,8,9.0,1,1,1,2,0,0,3,33,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,13,19,14,20,1,1,86,4
13,14,1,42,1,24,4,8,1,24,4,16,3,1,3,10,11,11.0,9.0,8,9.0,0,1,1,2,0,0,23,4,0,2,2,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,14,20,16,22,2,2,74,41
14,15,2,24,3,6,4,1,4,8,1,7,2,3,2,10,9,9.0,10.0,8,11.0,1,2,1,1,0,0,4,6,2,1,1,0.0,0.0,0.0,1,3,0,0,0,0,2,1,1,16,22,18,22,2,0,31,18
15,16,1,50,4,16,3,1,1,24,1,24,4,8,4,10,10,11.0,9.0,8,1.0,2,1,2,0,0,0,4,3,0,0,0,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,18,22,18,23,0,1,67,56
16,17,1,24,1,8,1,8,3,8,3,4,4,3,4,9,9,8.0,1.0,8,1.0,1,1,1,1,0,0,3,7,2,1,1,0.0,0.0,0.0,1,1,0,0,0,0,2,1,1,0,0,2,0,2,0,40,15
17,18,2,16,1,12,2,8,1,8,3,6,1,1,1,11,9,8.0,9.0,8,9.0,1,1,1,0,0,0,2,24,0,0,0,2.0,0.0,0.0,1,1,0,0,0,0,2,1,1,2,0,3,3,1,3,36,15
18,19,1,16,2,8,3,4,3,24,2,8,2,7,2,11,11,10.0,9.0,8,1.0,2,1,2,1,0,0,22,3,0,2,2,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,3,3,3,6,0,3,28,39
19,20,2,7,1,6,1,1,3,42,2,7,1,6,1,11,9,10.0,10.0,8,1.0,1,2,-130,1,0,0,4,7,2,1,1,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,3,6,4,7,1,1,14,55
20,21,1,8,1,7,1,2,1,16,3,6,1,2,1,11,9,10.0,1.0,8,1.0,1,1,1,1,0,0,5,27,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,4,7,6,7,2,0,17,24
21,22,2,50,4,6,1,3,3,42,2,6,1,1,1,9,9,10.0,11.0,8,9.0,1,1,1,2,0,0,6,7,1,2,1,0.0,0.0,0.0,2,2,0,0,0,0,0,1,2,6,7,8,8,2,1,59,49
22,23,1,40,2,12,3,6,3,52,2,24,1,7,1,9,9,10.0,8.0,11,11.0,2,1,2,1,0,0,28,3,2,1,1,0.0,0.0,0.0,2,3,0,0,0,0,0,2,2,8,8,9,10,1,2,58,83
23,24,2,50,4,16,1,16,4,6,3,3,4,1,4,9,9,9.0,9.0,8,9.0,1,1,1,0,0,0,2,30,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,9,10,10,10,1,0,82,10
24,25,1,16,1,7,1,2,4,40,2,8,2,1,2,11,9,10.0,10.0,8,9.0,1,2,-130,1,0,0,5,7,2,1,1,0.0,0.0,0.0,1,1,2,2,0,0,1,2,2,10,10,11,12,1,2,25,49
25,26,2,16,1,6,3,2,1,8,1,7,1,6,1,10,9,8.0,10.0,8,1.0,0,1,1,1,0,0,22,20,2,1,1,0.0,0.0,0.0,1,2,0,0,0,0,2,1,1,11,12,13,12,2,0,24,21
26,27,1,16,2,8,1,3,4,3,3,2,3,2,3,11,1,8.0,1.0,8,1.0,1,1,1,1,0,2,6,6,1,2,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,13,12,14,14,1,2,27,7
27,28,2,52,1,50,4,7,3,24,4,6,4,2,4,10,9,9.0,11.0,11,10.0,1,2,1,0,0,0,21,5,0,0,0,0.0,0.0,0.0,1,1,2,2,1,3,0,1,4,14,14,18,14,4,0,109,32
28,29,1,52,1,7,4,7,3,6,1,3,3,1,3,9,9,8.0,9.0,8,9.0,1,1,1,2,0,0,21,30,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,18,14,19,15,1,1,66,10
29,30,2,50,4,4,3,3,4,52,4,16,1,2,1,9,9,10.0,10.0,11,11.0,1,2,2,2,0,0,28,5,0,1,2,0.0,0.0,0.0,2,2,1,2,2,2,0,2,4,19,15,21,19,2,4,57,70
30,31,1,8,3,7,4,2,3,16,1,12,2,4,2,11,10,8.0,1.0,8,1.0,-130,-130,-130,2,0,0,5,7,1,2,1,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,0,0,0,2,0,2,17,32
31,32,2,52,1,24,3,2,2,12,2,7,3,3,3,10,9,9.0,10.0,11,11.0,1,2,1,2,0,0,5,6,1,2,1,0.0,0.0,0.0,1,3,0,0,0,0,0,1,2,0,2,2,3,2,1,78,22
32,33,1,16,1,7,3,2,2,24,4,3,3,3,3,11,11,10.0,9.0,8,1.0,2,1,2,2,0,0,5,6,1,2,1,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,2,3,2,5,0,2,25,30
33,34,1,16,4,7,2,2,1,24,1,6,4,2,4,11,11,9.0,9.0,8,,2,0,2,2,0,0,5,5,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,5,5,5,7,0,2,25,32
34,35,2,24,3,16,1,3,3,12,4,3,2,1,2,10,11,9.0,10.0,8,,1,0,1,2,0,0,6,6,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,5,7,6,8,1,1,43,16
35,36,1,24,3,3,1,1,4,24,3,16,1,2,1,11,11,8.0,0.0,8,0.0,0,2,2,0,0,0,29,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,6,8,6,9,0,1,28,42
36,37,2,16,1,3,3,2,3,50,3,8,4,3,4,10,9,8.0,1.0,8,1.0,0,-130,-130,1,0,0,31,6,0,1,2,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,6,9,8,10,2,1,21,61
37,38,1,24,4,4,3,1,1,24,3,8,2,2,2,11,9,10.0,10.0,8,1.0,1,2,-130,0,0,0,31,5,0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,8,10,8,11,0,1,29,34
38,39,2,42,1,40,1,8,3,50,2,2,4,1,4,8,9,8.0,9.0,8,9.0,1,1,1,1,0,0,7,5,0,2,2,0.0,0.0,0.0,1,1,0,0,0,0,2,1,1,8,11,9,13,1,2,90,53
39,40,1,42,1,8,2,2,2,12,3,7,3,6,3,9,9,11.0,11.0,10,10.0,2,1,1,0,0,0,7,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,9,13,10,13,1,0,52,25
40,41,2,24,2,8,3,7,1,42,4,6,1,2,1,9,9,10.0,11.0,11,10.0,1,2,1,0,0,0,3,32,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,0,1,2,10,13,12,13,2,0,39,50
41,42,1,7,2,3,2,1,1,8,3,7,3,2,3,11,11,9.0,10.0,8,,2,2,2,0,0,0,6,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,12,13,12,14,0,1,11,17
42,43,2,24,4,24,3,6,3,16,2,4,2,2,2,9,9,10.0,11.0,8,,1,1,1,0,0,0,3,7,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,12,14,14,14,2,0,54,22
43,44,1,24,2,7,4,3,3,42,4,8,1,3,1,11,11,10.0,9.0,9,10.0,2,1,2,2,0,0,26,7,1,2,1,0.0,0.0,0.0,1,2,0,0,0,0,0,2,2,14,14,14,17,0,3,34,53
44,45,2,8,1,6,3,2,1,12,1,7,3,1,3,11,10,10.0,11.0,8,9.0,1,1,1,0,0,0,20,4,0,0,0,0.0,0.0,0.0,2,2,1,3,0,0,2,1,2,14,17,16,17,2,0,16,20
45,46,1,12,2,7,4,6,3,16,4,4,3,3,3,11,11,9.0,9.0,10,10.0,2,1,1,2,0,0,20,35,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,16,17,17,18,1,1,25,23
46,47,2,12,3,8,3,3,3,7,3,1,1,1,1,9,9,11.0,11.0,8,,1,1,1,0,0,0,27,4,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,17,18,21,18,4,0,23,9
47,48,1,8,3,2,4,1,4,42,1,24,1,7,1,9,0,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,5,7,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,0,0,0,1,0,1,11,73
48,49,2,7,2,4,3,1,4,3,3,2,1,1,1,10,11,9.0,9.0,8,9.0,1,1,1,2,0,1,31,6,0,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,6,1,6,0,12,6
49,50,1,8,1,3,2,1,4,16,2,6,2,2,2,11,11,8.0,10.0,8,0.0,2,2,2,0,0,0,30,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,6,1,6,2,0,1,12,24
50,51,2,12,3,2,4,2,4,8,3,6,3,3,3,11,11,9.0,9.0,8,1.0,1,2,-130,0,0,0,26,6,0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,1,2,1,6,2,6,3,0,1,16,17
51,52,2,24,1,12,4,6,3,16,2,4,2,3,2,9,10,10.0,11.0,11,9.0,1,2,1,0,0,0,3,7,0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,0,1,2,9,4,11,4,2,0,42,23
52,53,1,16,1,8,3,8,4,24,1,7,1,1,1,9,11,9.0,10.0,8,9.0,2,1,1,2,0,0,22,4,1,2,1,0.0,0.0,0.0,1,2,0,0,0,0,2,1,1,11,4,12,5,1,1,32,32
53,54,2,8,1,7,4,1,3,24,2,4,3,2,3,9,11,10.0,10.0,11,1.0,2,1,1,2,0,0,4,35,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,12,5,13,6,1,1,16,30
54,55,1,50,4,12,2,1,2,40,3,3,2,2,2,9,9,10.0,10.0,11,11.0,2,1,1,0,0,0,4,38,0,0,0,2.0,0.0,0.0,1,2,0,0,0,0,0,1,2,13,6,15,9,2,3,63,45
55,56,2,42,1,24,1,8,4,52,3,16,1,7,1,9,9,10.0,11.0,11,10.0,1,2,1,1,0,0,7,2,2,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,15,9,18,9,3,0,74,75
56,57,1,24,4,16,4,16,4,8,1,6,1,2,1,9,9,8.0,1.0,8,1.0,1,1,1,0,0,2,3,5,1,2,1,0.0,0.0,0.0,1,1,0,0,0,0,2,1,1,18,9,19,10,1,1,56,16
57,58,2,16,1,16,1,3,2,24,4,12,2,1,2,9,11,10.0,10.0,10,9.0,2,1,1,0,0,0,6,28,0,0,0,0.0,0.0,0.0,1,2,2,2,0,0,0,1,3,19,10,22,10,3,0,35,37
58,60,1,24,4,7,1,1,4,52,2,50,1,2,1,11,10,10.0,9.0,8,1.0,2,1,2,2,0,0,4,5,1,2,1,0.0,0.0,0.0,1,2,2,3,0,0,1,2,2,0,0,0,3,0,3,32,104
59,61,2,24,1,8,2,6,3,24,3,6,3,1,3,9,9,11.0,11.0,8,,1,0,1,0,0,0,3,27,0,0,0,2.0,0.0,0.0,1,1,0,0,0,0,0,1,2,0,3,2,6,2,3,38,31
60,62,1,6,4,3,2,1,3,24,1,12,4,8,4,11,9,8.0,10.0,8,0.0,2,2,2,0,0,0,6,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,2,6,2,7,0,1,10,44
61,63,2,50,4,8,4,7,3,16,2,7,4,4,4,10,10,9.0,11.0,11,9.0,1,2,1,0,0,0,1,7,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,0,1,2,2,7,4,7,2,0,65,27
62,64,1,8,4,7,1,6,4,4,1,3,4,2,4,11,9,10.0,1.0,8,1.0,1,1,1,2,0,0,20,38,1,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,4,7,5,8,1,1,21,9
63,65,2,24,3,7,2,1,2,40,1,3,2,1,2,10,9,11.0,11.0,9,10.0,1,2,2,0,0,0,4,37,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,0,2,2,5,8,5,10,0,2,32,44
64,66,1,50,4,16,1,2,3,24,3,6,3,1,3,9,0,8.0,9.0,8,9.0,-130,-130,-130,0,0,0,5,27,0,0,0,2.0,0.0,0.0,2,1,0,0,0,0,1,2,1,5,10,5,14,0,4,68,31
65,67,2,50,4,8,2,3,4,42,3,6,1,2,1,10,9,9.0,10.0,11,11.0,1,2,1,0,0,0,6,7,0,0,0,0.0,0.0,0.0,2,2,1,3,0,0,0,1,3,5,14,8,14,3,0,61,50
66,68,1,24,1,24,4,4,2,24,4,8,3,6,3,10,9,9.0,10.0,10,11.0,1,2,0,1,0,0,30,3,2,1,1,0.0,0.0,0.0,1,3,0,0,0,0,0,1,2,8,14,11,14,3,0,52,38
67,69,2,42,1,8,1,3,3,24,2,12,4,2,4,9,9,10.0,10.0,11,11.0,1,2,1,1,0,0,7,5,2,1,1,0.0,0.0,0.0,2,2,1,3,0,0,0,1,3,11,14,15,14,4,0,53,38
68,70,1,50,4,24,3,7,3,16,4,8,1,6,1,10,9,9.0,10.0,8,11.0,1,2,2,0,0,0,24,2,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,0,2,2,15,14,15,16,0,2,81,30
69,71,2,24,4,8,4,7,1,52,3,16,1,2,1,9,9,10.0,10.0,8,11.0,-10,2,2,0,0,0,3,28,0,0,0,2.0,0.0,0.0,2,2,0,0,0,0,0,2,2,15,16,15,21,0,5,39,70
70,72,1,8,2,7,3,4,3,52,2,7,1,3,1,11,9,10.0,11.0,8,10.0,-10,2,2,0,0,0,20,6,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,15,21,15,22,0,1,19,62
71,75,1,8,2,8,3,6,1,6,1,6,4,2,4,10,1,8.0,1.0,8,1.0,1,1,1,2,0,0,0,5,0,2,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,3,2,4,4,1,2,22,14
72,76,2,2,4,2,4,1,2,6,2,3,2,3,2,9,11,10.0,9.0,8,,2,2,2,1,0,0,5,32,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,4,4,6,5,2,1,5,12
73,77,1,16,2,12,1,1,3,6,3,2,4,1,4,9,10,10.0,11.0,11,9.0,2,1,1,0,0,0,4,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,6,5,7,5,1,0,29,9
74,78,2,24,3,7,4,1,3,16,1,16,4,8,4,11,10,10.0,9.0,9,10.0,1,2,2,0,0,0,4,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,7,5,7,6,0,1,32,40
75,79,1,16,2,12,2,6,4,16,2,16,1,8,1,9,9,11.0,10.0,8,,2,0,2,0,0,0,23,2,0,0,0,1.0,0.0,0.0,2,1,0,0,0,0,0,2,2,7,6,10,8,3,2,34,40
76,80,2,16,4,7,3,2,1,40,1,8,2,1,2,9,9,10.0,10.0,11,11.0,1,2,2,0,0,0,5,7,0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,0,2,2,10,8,10,10,0,2,25,49
77,81,1,50,4,3,4,3,3,16,1,12,2,6,2,9,9,11.0,11.0,9,10.0,2,1,2,0,0,0,6,2,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,0,2,2,10,10,10,12,0,2,56,34
78,82,2,24,4,4,4,2,4,7,3,4,3,3,3,11,11,9.0,9.0,8,10.0,1,2,1,2,0,0,7,7,0,2,2,0.0,0.0,0.0,1,3,0,0,0,0,2,1,1,10,12,11,14,1,2,30,14
79,83,1,24,3,12,2,1,2,40,3,16,2,4,2,9,9,11.0,10.0,10,11.0,2,1,2,2,0,0,24,36,0,2,2,0.0,0.0,0.0,2,1,0,0,0,0,0,2,2,11,14,11,18,0,4,37,60
80,84,2,8,2,7,3,2,3,16,4,4,3,1,3,9,11,10.0,10.0,11,9.0,2,1,1,0,0,0,5,33,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,11,18,12,18,1,0,17,21
81,85,1,42,1,40,2,2,2,24,2,8,3,4,3,9,9,10.0,11.0,11,1.0,2,1,1,1,0,0,32,7,2,1,1,0.0,0.0,0.0,2,1,1,1,0,0,0,1,3,12,18,16,18,4,0,84,36
82,86,2,16,1,6,3,1,3,24,2,8,4,3,4,9,11,11.0,10.0,10,1.0,2,1,1,0,0,0,4,6,0,0,0,0.0,0.0,0.0,2,3,0,0,0,0,0,1,2,16,18,18,18,2,0,23,35
83,87,1,42,1,4,2,1,4,24,4,3,3,2,3,9,9,11.0,11.0,8,1.0,2,1,2,2,0,0,7,6,1,2,1,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,18,18,18,20,0,2,47,29
84,88,2,52,1,3,4,1,4,24,1,16,4,3,4,11,11,10.0,1.0,8,1.0,1,1,1,1,0,0,27,31,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,18,20,21,20,3,0,56,43
85,89,1,40,2,16,1,2,3,12,2,8,2,6,2,9,9,10.0,10.0,11,11.0,2,1,1,1,0,0,29,1,2,1,1,0.0,0.0,0.0,1,2,2,2,0,0,0,1,3,21,20,25,20,4,0,58,26
86,90,2,24,1,6,4,3,3,24,3,8,3,4,3,9,9,11.0,10.0,10,11.0,2,1,2,0,0,0,6,30,0,0,0,2.0,0.0,0.0,1,2,0,0,0,0,0,2,2,4,0,4,5,0,5,33,36
87,91,1,6,1,4,4,3,2,24,4,16,2,8,2,10,10,8.0,11.0,8,,2,2,2,0,0,1,33,25,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,4,5,5,6,1,1,13,48
88,92,1,40,2,16,1,8,4,8,2,3,4,2,4,9,10,10.0,1.0,8,1.0,1,1,1,1,0,2,29,31,0,1,5,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,10,7,16,7,6,0,64,13
89,93,2,24,3,6,1,1,4,4,4,1,3,1,3,10,9,9.0,11.0,8,9.0,1,2,1,0,0,0,4,7,0,0,0,0.0,0.0,0.0,1,3,0,0,0,0,2,1,1,2,2,3,2,1,0,31,6
90,94,1,50,4,4,1,1,2,52,4,40,1,8,1,9,9,11.0,10.0,10,11.0,2,1,2,1,0,0,28,7,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,3,2,5,3,2,1,55,100
91,95,2,24,1,16,3,3,3,16,4,12,3,2,3,9,9,10.0,11.0,8,,1,0,1,0,0,0,6,28,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,5,3,7,3,2,0,43,30
92,96,1,24,3,16,4,2,2,3,2,2,1,2,1,9,11,8.0,9.0,8,1.0,-130,1,1,0,0,0,5,6,0,0,0,0.0,0.0,0.0,1,2,0,0,0,0,2,1,1,7,3,8,3,1,0,42,7
93,97,2,40,2,12,2,6,1,3,3,2,3,1,3,9,11,10.0,10.0,8,,1,1,1,2,0,0,7,6,0,2,2,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,8,3,9,5,1,2,58,6
94,98,1,8,3,7,3,3,2,42,3,40,1,8,1,9,0,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,26,7,0,0,0,1.0,0.0,0.0,2,1,0,0,0,0,1,2,1,9,5,12,6,3,1,18,90
95,99,2,24,3,16,1,7,1,52,4,42,1,8,1,10,9,9.0,10.0,8,11.0,-10,2,2,0,0,0,3,28,0,0,0,2.0,0.0,0.0,2,2,0,0,0,0,0,2,2,12,6,12,11,0,5,47,102
96,100,1,24,3,7,4,6,4,16,3,8,2,2,2,9,10,10.0,9.0,11,1.0,2,1,1,2,0,0,23,5,1,2,1,0.0,0.0,0.0,2,1,0,0,0,0,0,1,2,12,11,14,12,2,1,37,26
97,101,2,2,3,2,2,1,4,16,1,8,2,3,2,8,0,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,5,6,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,14,12,14,13,0,1,5,27
98,102,1,24,1,6,3,3,4,24,1,16,4,12,4,10,9,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,23,26,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,14,13,14,14,0,1,33,52
99,103,2,24,3,4,2,2,4,8,3,4,1,3,1,9,10,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,30,7,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,14,14,14,15,0,1,30,15
100,104,1,16,3,12,4,3,2,12,2,8,3,3,3,9,10,10.0,9.0,11,1.0,2,1,1,2,0,0,6,6,1,2,1,0.0,0.0,0.0,1,2,0,0,0,0,0,1,2,14,15,16,16,2,1,31,23
101,105,2,8,4,6,2,1,2,50,4,40,4,8,4,8,0,8.0,1.0,8,1.0,-130,-130,-130,0,0,0,20,7,0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,1,2,1,16,16,16,17,0,1,15,98
102,106,1,40,2,12,4,6,3,8,3,7,3,4,3,9,9,10.0,1.0,8,1.0,1,1,1,0,0,0,7,27,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,1,16,17,17,20,1,3,58,19
103,107,2,12,3,8,3,4,2,52,2,24,1,8,1,9,10,11.0,9.0,8,1.0,2,1,2,1,0,0,7,3,2,1,1,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,17,20,18,21,1,1,24,84
104,108,1,16,3,6,1,6,2,16,2,12,2,3,2,9,9,9.0,10.0,11,11.0,1,2,0,2,0,0,2,29,1,2,1,0.0,0.0,0.0,2,2,0,0,0,0,0,1,2,18,21,20,22,2,1,28,31
105,110,2,40,2,8,1,7,2,16,1,6,1,4,1,9,9,10.0,11.0,11,10.0,1,2,1,0,0,0,20,7,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,0,1,2,1,2,0,55,26
106,111,1,16,4,7,3,4,1,24,3,2,3,1,3,9,11,10.0,9.0,8,9.0,2,1,1,1,0,0,27,5,2,1,1,0.0,0.0,0.0,1,2,0,0,0,0,2,1,1,2,1,4,1,2,0,27,27
107,112,2,42,1,24,4,3,1,52,2,16,1,8,1,10,9,9.0,10.0,8,11.0,-10,2,2,0,0,0,7,23,0,0,0,0.0,0.0,0.0,2,2,0,0,0,0,0,2,2,4,1,4,3,0,2,69,76
108,113,1,24,1,16,4,6,3,7,2,4,2,1,2,10,9,8.0,9.0,8,9.0,1,1,1,0,0,0,3,7,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,4,3,5,3,1,0,46,12
109,114,2,16,2,7,1,3,1,24,4,7,1,6,1,9,9,11.0,10.0,10,11.0,2,1,2,0,0,0,6,23,0,0,0,2.0,0.0,0.0,1,2,2,3,1,3,0,2,4,5,3,5,10,0,7,26,37
110,115,1,24,2,6,1,1,1,16,4,7,4,6,4,9,9,11.0,10.0,8,1.0,2,1,2,0,0,0,4,2,0,0,0,0.0,0.0,0.0,1,2,2,3,0,0,1,2,2,5,10,5,12,0,2,31,29
111,116,2,50,4,24,1,3,2,16,4,8,2,8,2,9,9,10.0,9.0,11,1.0,2,1,1,0,0,0,24,22,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,2,5,12,7,12,2,0,77,32
112,117,1,6,1,3,3,2,1,12,1,7,2,2,2,9,10,10.0,9.0,8,1.0,2,1,2,1,0,0,26,5,0,1,2,0.0,0.0,0.0,2,3,0,0,0,0,1,2,1,7,12,9,13,2,1,11,21
113,118,2,7,2,3,2,1,1,52,2,2,1,1,1,9,9,8.0,9.0,8,9.0,0,-130,-130,0,0,0,30,30,0,0,0,1.0,0.0,0.0,2,1,0,0,0,0,1,2,1,9,13,12,14,3,1,11,55
114,119,1,7,1,1,1,1,3,24,2,12,3,8,3,9,9,8.0,10.0,8,0.0,2,2,2,1,0,0,4,24,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0,2,1,12,14,14,15,2,1,9,44
115,120,2,16,4,12,1,7,4,50,2,7,4,3,4,9,9,10.0,11.0,11,10.0,1,2,1,1,0,0,2,27,2,1,1,0.0,0.0,0.0,1,1,2,2,0,0,0,1,3,14,15,18,15,4,0,35,60
116,121,1,50,4,8,4,2,2,7,1,3,2,1,2,9,10,8.0,9.0,8,9.0,-130,1,1,1,0,0,5,30,0,1,2,0.0,0.0,0.0,1,2,0,0,0,0,2,1,1,18,15,21,15,3,0,60,11
